accountId,country
1624,US
1770,US
1781,US
1766,US
1749,CA
1711,US
1697,US
1726,US
1711,US
1711,US
1781,US
1672,US
1766,BR
1697,US
1672,US
1780,US
1781,US
1781,US
1427,US
1735,US
1611,US
1611,CA
1625,US
1697,US
1758,US
1697,US
1766,DE
1766,US
1781,US
1746,US
1746,US
1634,US
1697,US
1785,US
1735,US
1758,US
1672,US
1672,US
1749,US
1766,US
1697,US
1758,US
1427,US
1672,US
1779,US
1770,US
1749,US
1697,US
1611,US
1711,US
